4	4932
4	4933
4	4934
4	4935
4	4936
4	4937
4	4938
4	4939
4	4940
4	4941
4	4942
4	4943
4	4944
4	4945
4	4946
4	4947
4	4948
4	4949
4	4950
4	4951
4	4952
4	4953
4	4954
4	4955
4	4956
4	4957
4	4958
4	4959
4	4960
4	4961
4	4962
4	4963
4	4964
4	4965
4	4966
4	4967
4	4968
4	4969
4	4970
4	4971
4	4972
4	4973
4	4974
4	4975
4	4976
4	4977
4	4978
4	4979
4	4980
4	4981
4	4982
4	4983
5	0
5	5
5	11
5	15
5	37
5	69
5	154
5	195
5	217
5	219
5	226
5	381
5	398
5	405
5	408
5	410
5	413
5	583
5	917
5	962
5	1229
5	1592
5	1600
5	1782
5	1835
5	1859
5	2092
5	2220
5	2411
5	2438
5	2494
5	2504
5	2515
5	2552
5	2571
5	2830
5	4643
5	4797
5	4805
5	4845
5	4858
5	4964
5	4984
5	4985
5	4986
5	4987
5	4988
5	4989
5	4990
5	4991
5	4992
5	4993
5	4994
5	4995
5	4996
5	4997
5	4998
5	4999
5	5000
5	5001
5	5002
5	5003
5	5004
5	5005
5	5006
5	5007
5	5008
5	5009
5	5010
5	5011
5	5012
5	5013
5	5014
5	5015
5	5016
5	5017
5	5018
5	5019
5	5020
5	5021
5	5022
5	5023
5	5024
5	5025
5	5026
5	5027
5	5028
5	5029
5	5030
5	5031
5	5032
5	5033
5	5034
5	5035
5	5036
5	5037
5	5038
5	5039
5	5040
5	5041
5	5042
5	5043
5	5044
5	5045
5	5046
5	5047
5	5048
5	5049
5	5050
5	5051
6	0
6	6
6	217
6	228
6	381
6	1171
6	1489
6	2494
6	2830
6	3853
6	4805
6	4817
6	5031
6	5052
6	5053
6	5054
6	5055
6	5056
6	5057
6	5058
6	5059
6	5060
6	5061
7	0
7	7
7	555
7	1439
7	1789
7	1871
7	1894
7	2306
7	2852
7	3047
7	3115
7	3216
7	3494
7	3572
7	3701
7	3914
7	4005
7	4013
7	4113
7	4225
7	4336
7	4589
7	4906
7	5062
7	5063
7	5064
7	5065
7	5066
7	5067
7	5068
7	5069
7	5070
7	5071
7	5072
7	5073
7	5074
7	5075
7	5076
7	5077
7	5078
7	5079
7	5080
7	5081
7	5082
7	5083
7	5084
7	5085
7	5086
7	5087
7	5088
7	5089
7	5090
7	5091
7	5092
7	5093
7	5094
7	5095
7	5096
7	5097
7	5098
7	5099
7	5100
7	5101
7	5102
7	5103
7	5104
7	5105
7	5106
7	5107
7	5108
7	5109
7	5110
7	5111
7	5112
7	5113
8	0
8	3
8	8
8	9
8	11
8	14
8	17
8	18
8	25
8	26
8	28
8	35
8	38
8	39
8	45
8	49
8	50
8	52
8	53
8	55
8	73
8	78
8	79
8	86
8	87
8	96
8	106
8	109
8	110
8	114
8	121
8	131
8	133
8	138
8	141
8	143
8	145
8	150
8	154
8	162
8	168
8	174
8	175
8	179
8	180
8	185
8	187
8	188
8	189
8	192
8	194
8	195
8	206
8	216
8	241
8	246
8	253
8	267
8	274
8	283
8	304
8	324
8	335
8	336
8	340
8	342
8	345
8	365
8	366
8	372
8	375
8	383
8	385
8	393
8	398
8	399
8	400
8	401
8	402
8	403
8	404
8	405
8	406
8	408
8	413
8	416
8	447
8	452
8	460
8	478
8	482
8	485
8	511
8	533
8	538
8	539
8	551
8	582
8	586
8	587
8	588
8	608
8	638
8	643
8	666
8	722
8	748
8	770
8	776
8	806
8	844
8	866
8	871
8	879
8	881
8	891
8	898
8	906
8	946
8	951
8	973
8	1050
8	1066
8	1067
8	1072
8	1094
8	1098
8	1105
8	1111
8	1117
8	1154
8	1175
8	1196
8	1210
8	1213
8	1229
8	1230
8	1248
8	1285
8	1297
8	1299
8	1301
8	1320
8	1327
8	1341
8	1346
8	1365
8	1366
8	1369
8	1374
8	1411
8	1422
8	1453
8	1469
8	1473
8	1490
8	1501
8	1509
8	1513
8	1519
8	1528
8	1545
8	1559
8	1563
8	1585
8	1593
8	1594
8	1600
8	1611
8	1624
8	1636
8	1645
8	1658
8	1663
8	1670
8	1673
8	1696
8	1700
8	1702
8	1714
8	1723
8	1734
8	1750
8	1756
8	1764
8	1781
8	1789
8	1796
8	1825
8	1832
8	1835
8	1871
8	1877
8	1899
8	1910
8	1949
8	1971
8	1973
8	1982
8	1999
8	2002
8	2010
8	2012
8	2033
8	2042
8	2047
8	2062
8	2067
8	2092
8	2135
8	2136
8	2139
8	2150
8	2152
8	2159
8	2178
8	2201
8	2224
8	2225
8	2238
8	2239
8	2243
8	2282
8	2284
8	2330
8	2332
8	2357
8	2362
8	2370
8	2373
8	2398
8	2411
8	2413
8	2423
8	2424
8	2440
8	2488
8	2504
8	2509
8	2513
8	2517
8	2520
8	2539
8	2541
8	2542
8	2578
8	2587
8	2601
8	2603
8	2611
8	2617
8	2619
8	2624
8	2628
8	2629
8	2702
8	2738
8	2790
8	2845
8	2850
8	2880
8	2887
8	2897
8	2912
8	2949
8	2964
8	2999
8	3010
8	3069
8	3105
8	3108
8	3204
8	3470
8	3611
8	3648
8	3699
8	3778
8	3839
8	3924
8	4217
8	4298
8	4381
8	4404
8	4406
8	4421
8	4424
8	4566
8	4587
8	4632
8	4672
8	4718
8	4799
8	4828
8	4860
8	4902
8	4906
8	5046
8	5066
8	5083
8	5084
8	5090
8	5096
8	5102
8	5114
8	5115
8	5116
8	5117
8	5118
8	5119
8	5120
8	5121
8	5122
8	5123
8	5124
8	5125
8	5126
8	5127
8	5128
8	5129
8	5130
8	5131
8	5132
8	5133
8	5134
8	5135
8	5136
8	5137
8	5138
8	5139
8	5140
8	5141
8	5142
8	5143
8	5144
8	5145
8	5146
8	5147
8	5148
8	5149
8	5150
8	5151
8	5152
8	5153
8	5154
8	5155
8	5156
8	5157
8	5158
8	5159
8	5160
8	5161
8	5162
8	5163
8	5164
8	5165
8	5166
8	5167
8	5168
8	5169
8	5170
8	5171
8	5172
8	5173
8	5174
8	5175
8	5176
8	5177
8	5178
8	5179
8	5180
8	5181
8	5182
8	5183
8	5184
8	5185
8	5186
8	5187
8	5188
8	5189
8	5190
8	5191
8	5192
8	5193
8	5194
8	5195
8	5196
8	5197
8	5198
